'Time and date','F8-T8'
'[15:08:11.707 06/11/2076]',58.999
'[15:08:11.711 06/11/2076]',173.480
'[15:08:11.715 06/11/2076]',66.813
'[15:08:11.719 06/11/2076]',47.277
'[15:08:11.723 06/11/2076]',254.750
'[15:08:11.727 06/11/2076]',87.912
'[15:08:11.730 06/11/2076]',5.470
'[15:08:11.734 06/11/2076]',71.893
'[15:08:11.738 06/11/2076]',-8.205
'[15:08:11.742 06/11/2076]',-48.059
'[15:08:11.746 06/11/2076]',120.733
'[15:08:11.750 06/11/2076]',169.573
'[15:08:11.754 06/11/2076]',53.529
'[15:08:11.758 06/11/2076]',191.453
'[15:08:11.762 06/11/2076]',-36.337
'[15:08:11.766 06/11/2076]',-147.302
'[15:08:11.770 06/11/2076]',38.681
'[15:08:11.773 06/11/2076]',-88.694
'[15:08:11.777 06/11/2076]',-111.746
'[15:08:11.781 06/11/2076]',-107.839
'[15:08:11.785 06/11/2076]',-132.845
'[15:08:11.789 06/11/2076]',-142.222
'[15:08:11.793 06/11/2076]',154.335
'[15:08:11.797 06/11/2076]',171.136
'[15:08:11.801 06/11/2076]',42.979
'[15:08:11.805 06/11/2076]',80.879
'[15:08:11.809 06/11/2076]',-60.562
'[15:08:11.813 06/11/2076]',-98.852
'[15:08:11.816 06/11/2076]',-92.601
'[15:08:11.820 06/11/2076]',-168.791
'[15:08:11.824 06/11/2076]',-231.306
'[15:08:11.828 06/11/2076]',-145.348
'[15:08:11.832 06/11/2076]',-11.722
'[15:08:11.836 06/11/2076]',123.468
'[15:08:11.840 06/11/2076]',107.057
'[15:08:11.844 06/11/2076]',-127.766
'[15:08:11.848 06/11/2076]',-74.237
'[15:08:11.852 06/11/2076]',-95.726
'[15:08:11.855 06/11/2076]',-178.559
'[15:08:11.859 06/11/2076]',181.294
'[15:08:11.863 06/11/2076]',95.726
'[15:08:11.867 06/11/2076]',-168.010
'[15:08:11.871 06/11/2076]',-77.363
'[15:08:11.875 06/11/2076]',-147.302
'[15:08:11.879 06/11/2076]',-188.718
'[15:08:11.883 06/11/2076]',31.258
'[15:08:11.887 06/11/2076]',92.601
'[15:08:11.891 06/11/2076]',51.575
'[15:08:11.895 06/11/2076]',-85.177
'[15:08:11.898 06/11/2076]',50.012
'[15:08:11.902 06/11/2076]',-49.231
'[15:08:11.906 06/11/2076]',34.383
'[15:08:11.910 06/11/2076]',235.214
'[15:08:11.914 06/11/2076]',222.711
'[15:08:11.918 06/11/2076]',26.178
'[15:08:11.922 06/11/2076]',119.951
'[15:08:11.926 06/11/2076]',-109.011
'[15:08:11.930 06/11/2076]',-205.519
'[15:08:11.934 06/11/2076]',20.317
'[15:08:11.938 06/11/2076]',21.880
'[15:08:11.941 06/11/2076]',31.648
'[15:08:11.945 06/11/2076]',138.706
'[15:08:11.949 06/11/2076]',75.800
'[15:08:11.953 06/11/2076]',-34.383
'[15:08:11.957 06/11/2076]',-18.755
'[15:08:11.961 06/11/2076]',-126.984
'[15:08:11.965 06/11/2076]',-73.065
'[15:08:11.969 06/11/2076]',-35.165
'[15:08:11.973 06/11/2076]',55.873
'[15:08:11.977 06/11/2076]',-14.847
'[15:08:11.980 06/11/2076]',-47.668
'[15:08:11.984 06/11/2076]',169.573
'[15:08:11.988 06/11/2076]',-6.252
'[15:08:11.992 06/11/2076]',30.085
'[15:08:11.996 06/11/2076]',119.170
